215.737, 129.426, 8.310, 16.523 False
215.460, 129.428, 8.310, 16.556 False
215.183, 129.430, 8.310, 16.589 False
214.906, 129.431, 8.310, 16.622 False
214.629, 129.433, 8.310, 16.655 False
214.352, 129.435, 8.310, 16.688 False
214.076, 129.436, 8.310, 16.721 False
213.799, 129.438, 8.310, 16.754 False
213.522, 129.440, 8.310, 16.787 False
213.245, 129.441, 8.310, 16.820 False
212.968, 129.443, 8.310, 16.853 False
212.691, 129.444, 8.310, 16.886 False
212.414, 129.446, 8.310, 16.919 False
212.137, 129.447, 8.311, 16.952 False
211.859, 129.449, 8.311, 16.985 False
211.582, 129.450, 8.311, 17.018 False
211.305, 129.452, 8.311, 17.051 False
211.028, 129.453, 8.311, 17.084 False
210.751, 129.454, 8.311, 17.117 False
210.474, 129.456, 8.311, 17.150 False
210.197, 129.457, 8.311, 17.183 False
209.920, 129.458, 8.311, 17.216 False
209.643, 129.459, 8.311, 17.249 False
209.366, 129.461, 8.311, 17.282 False
209.089, 129.462, 8.311, 17.315 False
208.812, 129.463, 8.311, 17.348 False
208.535, 129.464, 8.311, 17.381 False
208.258, 129.465, 8.311, 17.414 False
207.981, 129.467, 8.312, 17.447 False
207.704, 129.468, 8.312, 17.480 False
207.427, 129.469, 8.312, 17.513 False
207.150, 129.470, 8.312, 17.546 False
206.873, 129.471, 8.312, 17.579 False
206.596, 129.472, 8.312, 17.612 False
206.319, 129.473, 8.312, 17.645 False
206.042, 129.474, 8.312, 17.678 False
205.765, 129.475, 8.312, 17.711 False
205.487, 129.476, 8.312, 17.744 False
205.210, 129.477, 8.312, 17.777 False
204.933, 129.478, 8.312, 17.810 False
204.656, 129.479, 8.312, 17.843 False
204.379, 129.479, 8.312, 17.876 False
204.102, 129.480, 8.312, 17.909 False
203.825, 129.481, 8.313, 17.942 False
203.548, 129.482, 8.313, 17.975 False
203.271, 129.482, 8.313, 18.008 False
202.994, 129.483, 8.313, 18.041 False
202.717, 129.484, 8.313, 18.074 False
202.440, 129.485, 8.313, 18.107 False
202.162, 129.485, 8.313, 18.140 False
201.885, 129.486, 8.313, 18.173 False
201.608, 129.487, 8.313, 18.206 False
201.331, 129.487, 8.313, 18.239 False
201.054, 129.488, 8.313, 18.272 False
200.777, 129.488, 8.313, 18.305 False
200.500, 129.489, 8.313, 18.338 False
200.223, 129.490, 8.313, 18.371 False
199.946, 129.490, 8.313, 18.404 False
199.669, 129.491, 8.313, 18.437 False
199.391, 129.491, 8.314, 18.470 False
199.114, 129.492, 8.314, 18.503 False
198.837, 129.492, 8.314, 18.536 False
198.560, 129.492, 8.314, 18.569 False
198.283, 129.493, 8.314, 18.602 False
198.006, 129.493, 8.314, 18.635 False
197.729, 129.494, 8.314, 18.668 False
197.452, 129.494, 8.314, 18.701 False
197.174, 129.494, 8.314, 18.734 False
196.897, 129.495, 8.314, 18.767 False
196.620, 129.495, 8.314, 18.800 False
196.343, 129.495, 8.314, 18.833 False
196.066, 129.496, 8.314, 18.866 False
195.789, 129.496, 8.314, 18.899 False
195.512, 129.496, 8.314, 18.932 False
195.234, 129.497, 8.314, 18.965 False
194.957, 129.497, 8.314, 18.998 False
194.680, 129.497, 8.314, 19.031 False
194.403, 129.497, 8.315, 19.064 False
194.126, 129.498, 8.315, 19.097 False
193.849, 129.498, 8.315, 19.130 False
193.572, 129.498, 8.315, 19.163 False
193.294, 129.498, 8.315, 19.196 False
193.017, 129.498, 8.315, 19.229 False
192.740, 129.498, 8.315, 19.262 False
192.463, 129.499, 8.315, 19.295 False
192.186, 129.499, 8.315, 19.328 False
191.909, 129.499, 8.315, 19.361 False
191.631, 129.499, 8.315, 19.394 False
191.354, 129.499, 8.315, 19.427 False
191.077, 129.499, 8.315, 19.460 False
190.800, 129.499, 8.315, 19.493 False
190.523, 129.499, 8.315, 19.526 False
190.245, 129.499, 8.315, 19.559 False
189.968, 129.499, 8.315, 19.592 False
189.691, 129.500, 8.316, 19.625 False
189.414, 129.500, 8.316, 19.658 False
189.137, 129.500, 8.316, 19.691 False
188.860, 129.500, 8.316, 19.724 False
188.582, 129.500, 8.316, 19.757 False
188.305, 129.500, 8.316, 19.790 False
188.028, 129.500, 8.316, 19.823 False
187.751, 129.500, 8.316, 19.856 False
187.474, 129.500, 8.316, 19.889 False
187.196, 129.500, 8.316, 19.922 False
186.919, 129.500, 8.316, 19.955 False
186.642, 129.500, 8.316, 19.988 False
186.365, 129.500, 8.316, 20.021 False
186.088, 129.500, 8.316, 20.054 False
185.810, 129.500, 8.316, 20.087 False
185.533, 129.500, 8.316, 20.120 False
185.256, 129.500, 8.316, 20.153 False
184.979, 129.499, 8.316, 20.186 False
184.702, 129.499, 8.316, 20.219 False
184.424, 129.499, 8.317, 20.252 False
184.147, 129.499, 8.317, 20.285 False
183.870, 129.499, 8.317, 20.318 False
183.593, 129.499, 8.317, 20.351 False
183.315, 129.499, 8.317, 20.384 False
183.038, 129.499, 8.317, 20.417 False
182.761, 129.499, 8.317, 20.450 False
182.484, 129.499, 8.317, 20.483 False
182.206, 129.499, 8.317, 20.516 False
181.929, 129.499, 8.317, 20.549 False
181.652, 129.499, 8.317, 20.582 False
181.375, 129.499, 8.317, 20.615 False
181.098, 129.498, 8.317, 20.648 False
180.820, 129.498, 8.317, 20.681 False
180.543, 129.498, 8.317, 20.714 False
180.266, 129.498, 8.317, 20.747 False
179.989, 129.498, 8.317, 20.780 False
179.711, 129.498, 8.317, 20.813 False
179.434, 129.498, 8.317, 20.846 False
179.157, 129.498, 8.317, 20.879 False
178.880, 129.498, 8.317, 20.912 False
178.602, 129.498, 8.318, 20.945 False
178.325, 129.497, 8.318, 20.978 False
178.048, 129.497, 8.318, 21.011 False
177.771, 129.497, 8.318, 21.044 False
177.493, 129.497, 8.318, 21.077 False
177.216, 129.497, 8.318, 21.110 False
176.939, 129.497, 8.318, 21.143 False
176.662, 129.497, 8.318, 21.176 False
176.384, 129.497, 8.318, 21.209 False
176.107, 129.497, 8.318, 21.242 False
175.830, 129.496, 8.318, 21.275 False
175.552, 129.496, 8.318, 21.308 False
175.275, 129.496, 8.318, 21.341 False
174.998, 129.496, 8.315, 21.374 False
174.721, 129.496, 8.299, 21.407 False
